"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"251","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","4000","1100 to 1200","May-2022"
"252","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","3","2600","1100 to 1200","May-2022"
"253","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","2","3200","600 to 700","May-2022"
"254","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2750","900 to 1000","May-2022"
"255","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2900","900 to 1000","May-2022"
"256","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","3","3600","1100 to 1200","May-2022"
"257","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","NA","2200","500 to 600","May-2022"
"258","STRATUM","ELIAS ROAD","18","Non-landed Properties","1","1800","500 to 600","May-2022"
"259","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","2","2000","800 to 900","May-2022"
"260","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","2","2250","900 to 1000","May-2022"
"261","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2800","900 to 1000","May-2022"
"262","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","3800","700 to 800","May-2022"
"263","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","2000","500 to 600","May-2022"
"264","STRATUM","ELIAS ROAD","18","Non-landed Properties","3","3800","1000 to 1100","May-2022"
"265","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","3400","700 to 800","May-2022"
"266","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2800","400 to 500","May-2022"
"267","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","3500","800 to 900","May-2022"
"268","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","3000","1100 to 1200","May-2022"
"269","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","3300","1300 to 1400","May-2022"
"270","STRATUM","ELIAS ROAD","18","Non-landed Properties","1","2100","400 to 500","May-2022"
"271","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2550","400 to 500","May-2022"
"272","STRATUM","ELIAS ROAD","18","Non-landed Properties","1","1900","500 to 600","May-2022"
"273","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","4000","1300 to 1400","May-2022"
"274","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2040","600 to 700","May-2022"
"275","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","4200","1100 to 1200","May-2022"
"276","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","3000","800 to 900","May-2022"
"277","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2600","900 to 1000","May-2022"
"278","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","3000","700 to 800","May-2022"
"279","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","2","2900","600 to 700","May-2022"
"280","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","2","2900","900 to 1000","May-2022"
"281","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2600","800 to 900","May-2022"
"282","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","3500","1000 to 1100","May-2022"
"283","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","3","3200","1300 to 1400","May-2022"
"284","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","2","3200","1000 to 1100","May-2022"
"285","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","3","3200","1200 to 1300","May-2022"
"286","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","2","3100","600 to 700","May-2022"
"287","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2800","400 to 500","May-2022"
"288","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","3","4350","1200 to 1300","May-2022"
"289","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2500","400 to 500","May-2022"
"290","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","3300","700 to 800","May-2022"
"291","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","2","3100","900 to 1000","May-2022"
"292","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","3500","700 to 800","May-2022"
"293","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2600","1300 to 1400","May-2022"
"294","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","1","2100","400 to 500","May-2022"
"295","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2300","700 to 800","May-2022"
"296","SEA ESTA","PASIR RIS LINK","18","Non-landed Properties","3","4200","900 to 1000","May-2022"
"297","STRATUM","ELIAS ROAD","18","Non-landed Properties","2","2450","700 to 800","May-2022"
"298","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","4000","900 to 1000","May-2022"
"299","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2600","400 to 500","May-2022"
"300","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","3600","700 to 800","May-2022"
"301","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","3","3500","900 to 1000","May-2022"
"302","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","4","3900","1200 to 1300","May-2022"
"303","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","3400","900 to 1000","May-2022"
"304","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","2","3300","600 to 700","May-2022"
"305","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","2700","500 to 600","May-2022"
"306","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","NA","2200","400 to 500","May-2022"
"307","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","2","3800","900 to 1000","May-2022"
"308","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","2","2800","600 to 700","May-2022"
"309","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","3300","900 to 1000","May-2022"
"310","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2800","700 to 800","May-2022"
"311","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2600","900 to 1000","May-2022"
"312","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","2100","400 to 500","May-2022"
"313","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","3000","900 to 1000","May-2022"
"314","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","3","3800","1800 to 1900","May-2022"
"315","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","3","3300","900 to 1000","May-2022"
"316","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","4","5100","1300 to 1400","May-2022"
"317","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","3700","900 to 1000","May-2022"
"318","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","2150","500 to 600","May-2022"
"319","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","3","3600","900 to 1000","May-2022"
"320","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","3300","900 to 1000","May-2022"
"321","STRATUM","ELIAS ROAD","18","Non-landed Properties","3","3600","1000 to 1100","May-2022"
"322","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","3","4200","1600 to 1700","May-2022"
"323","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","3100","900 to 1000","May-2022"
"324","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","1","2450","400 to 500","May-2022"
"325","STRATUM","ELIAS ROAD","18","Non-landed Properties","NA","1900","400 to 500","May-2022"
"326","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","3200","700 to 800","May-2022"
"327","THE ALPS RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","2000","400 to 500","May-2022"
"328","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","1","2800","1000 to 1100","May-2022"
"329","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","1","2300","400 to 500","May-2022"
"330","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2600","700 to 800","May-2022"
"331","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","3400","1400 to 1500","May-2022"
"332","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2500","400 to 500","May-2022"
"333","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","3","3000","1200 to 1300","May-2022"
"334","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","2","3000","600 to 700","May-2022"
"335","STRATUM","ELIAS ROAD","18","Non-landed Properties","NA","2000","400 to 500","May-2022"
"336","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","NA","2800","500 to 600","May-2022"
"337","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","4","5500","2200 to 2300","May-2022"
"338","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","3","3500","1100 to 1200","May-2022"
"339","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","4","4300","1200 to 1300","May-2022"
"340","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","2","3500","1000 to 1100","May-2022"
"341","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","3","3200","1200 to 1300","May-2022"
"342","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","3500","700 to 800","May-2022"
"343","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","3700","900 to 1000","May-2022"
"344","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2750","1300 to 1400","May-2022"
"345","TROPICAL SPRING","SIMEI STREET 4","18","Non-landed Properties","2","4200","1000 to 1100","May-2022"
"346","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","3600","900 to 1000","May-2022"
"347","ELIAS GREEN","ELIAS GREEN","18","Non-landed Properties","NA","3300","1600 to 1700","May-2022"
"348","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","1","1975","400 to 500","May-2022"
"349","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","3","4300","1200 to 1300","May-2022"
"350","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2800","400 to 500","May-2022"
"351","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","1","2500","500 to 600","May-2022"
"352","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","1","2600","400 to 500","May-2022"
"353","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","3200","500 to 600","May-2022"
"354","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","4","4500","1400 to 1500","May-2022"
"355","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","1","2700","400 to 500","May-2022"
"356","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","3","4500","1000 to 1100","May-2022"
"357","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","2100","500 to 600","May-2022"
"358","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","3","3400","900 to 1000","May-2022"
"359","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","3","4000","1100 to 1200","May-2022"
"360","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","2200","400 to 500","May-2022"
"361","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","2","3000","600 to 700","May-2022"
"362","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","NA","2900","500 to 600","May-2022"
"363","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","2100","500 to 600","May-2022"
"364","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","NA","2400","500 to 600","May-2022"
"365","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2400","400 to 500","May-2022"
"366","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","3","4000","1100 to 1200","May-2022"
"367","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","3200","1000 to 1100","May-2022"
"368","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","NA","2000","500 to 600","May-2022"
"369","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","NA","2500","500 to 600","May-2022"
"370","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","3","2800","1200 to 1300","May-2022"
"371","THE ALPS RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","2800","600 to 700","May-2022"
"372","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","1","2450","500 to 600","May-2022"
"373","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","2700","400 to 500","May-2022"
"374","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2300","400 to 500","May-2022"
"375","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","3","4200","1100 to 1200","May-2022"
"376","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","3","2900","1000 to 1100","May-2022"
"377","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","3000","700 to 800","May-2022"
"378","STRATUM","ELIAS ROAD","18","Non-landed Properties","2","3450","700 to 800","May-2022"
"379","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","3","3000","1200 to 1300","May-2022"
"380","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","3","3900","1100 to 1200","May-2022"
"381","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","1850","500 to 600","May-2022"
"382","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","2","3500","900 to 1000","May-2022"
"383","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2550","500 to 600","May-2022"
"384","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","2320","400 to 500","May-2022"
"385","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","3680","900 to 1000","May-2022"
"386","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","3500","900 to 1000","May-2022"
"387","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","2400","400 to 500","May-2022"
"388","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","3000","1300 to 1400","May-2022"
"389","THE TROPICA","TAMPINES AVENUE 1","18","Non-landed Properties","3","4000","1200 to 1300","May-2022"
"390","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","2000","400 to 500","May-2022"
"391","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","1","2150","600 to 700","May-2022"
"392","THE ALPS RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","2600","400 to 500","May-2022"
"393","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2700","900 to 1000","May-2022"
"394","TROPICAL SPRING","SIMEI STREET 4","18","Non-landed Properties","3","3200","1300 to 1400","May-2022"
"395","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","3200","700 to 800","May-2022"
"396","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","4","4850","1400 to 1500","May-2022"
"397","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","3","3400","1300 to 1400","May-2022"
"398","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2800","1200 to 1300","May-2022"
"399","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","2700","400 to 500","May-2022"
"400","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","2","2650","1000 to 1100","May-2022"
"401","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2500","700 to 800","May-2022"
"402","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","3400","900 to 1000","May-2022"
"403","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2800","800 to 900","May-2022"
"404","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2600","700 to 800","May-2022"
"405","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2600","900 to 1000","May-2022"
"406","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","3200","700 to 800","May-2022"
"407","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2750","400 to 500","May-2022"
"408","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2800","1100 to 1200","May-2022"
"409","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","3","3150","1100 to 1200","May-2022"
"410","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2900","400 to 500","May-2022"
"411","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","2150","400 to 500","May-2022"
"412","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","3700","700 to 800","May-2022"
"413","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","3","3000","1300 to 1400","May-2022"
"414","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","1","2000","500 to 600","May-2022"
"415","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2450","700 to 800","May-2022"
"416","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2600","900 to 1000","May-2022"
"417","THE TROPICA","TAMPINES AVENUE 1","18","Non-landed Properties","3","2900","1200 to 1300","May-2022"
"418","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","3200","1100 to 1200","May-2022"
"419","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","3800","1300 to 1400","May-2022"
"420","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","3","3100","1100 to 1200","May-2022"
"421","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2950","700 to 800","May-2022"
"422","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","3000","1000 to 1100","May-2022"
"423","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","3","4300","1400 to 1500","May-2022"
"424","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","3000","1000 to 1100","May-2022"
"425","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","1","2300","400 to 500","May-2022"
"426","THE TAPESTRY","TAMPINES STREET 86","18","Non-landed Properties","2","3100","600 to 700","May-2022"
"427","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","3200","1000 to 1100","May-2022"
"428","TROPICAL SPRING","SIMEI STREET 4","18","Non-landed Properties","3","3050","1300 to 1400","May-2022"
"429","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","3500","700 to 800","May-2022"
"430","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","3","4000","1100 to 1200","May-2022"
"431","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2900","700 to 800","May-2022"
"432","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","3","3950","1200 to 1300","May-2022"
"433","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2250","500 to 600","May-2022"
"434","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","1","2300","400 to 500","May-2022"
